Quality	#1 ID	#2 ID	#1 String	#2 String
1	716883	716599	ryan harvey outfielder dunedin high school florida selected sixth pick chicago cub	ryan harvey high school outfielder florida chosen sixth cub
0	3407319	3407282	8 friday san joaquin county sheriff deputy found body adan avalos 37	san joaquin county sheriff deputy found 37yearold adan avalos riverbank shot death inside suv
0	1723092	1723130	technology stock make 42 percent nasdaq fell 4995 point 29 percent 169802	nasdaq fell 4995 point 286 percent end 169802 based latest available data
1	516719	516884	thomas joined full rehnquist part oconnor scalia	joined chief justice william h rehnquist justice sandra day oconnor antonin scalia
1	3020180	3020057	bulk fund 65 billion go military operation iraq afghanistan	bulk bill 647 billion go military operation primarily iraq afghanistan
1	1694765	1694755	new capability provide ibm customer way create publish manage archive webbased content within corporate intranet extranet internet environment	product targeted company need create publish manage archive webbased content within corporate intranet extranet internet environment
1	516797	516591	crossed line violated constitutional right said charles weisselberg uc berkeley law professor	crossed line violated constitutional right said charles weisselberg teach law university california berkeley
1	2195720	2195935	500 million naturalgasfired power plant example could replace 100 million boiler yearly without adding new smog control	500 million coalfired power plant example could replace 100 million equipment yearly without adding new pollution control
1	1971109	1970905	sunday expert perform first simultaneous release five whale single stranding incident united state	today expert perform united state first simultaneous release five whale single stranding incident
0	36516	36820	share astrazeneca aznn europe second biggest drugmaker rose 371 percent close 4305 new york stock exchange	share astrazeneca europe ’ second biggest drug company rose 3 per cent new york stock exchange news
1	512669	512160	gov rick perry said opposes gambling expansion would reluctant veto continuation lottery commission	gov rick perry opposes expansion gambling said would hardpressed veto lottery sunset bill
0	3179542	3179284	blackout largely preventable energy secretary spencer abraham said	thing go wrong u energy secretary spencer abraham said wednesday department energy
1	2362699	2362767	typhoon maemi later moved sea japan weakened considerably meteorology department said	typhoon maemi saturday night moving sea japan weakened considerably meteorology department said
1	1396775	1396739	along chipmaker intel company include sony corp microsoft corp hewlettpackard co international business machine corp gateway inc nokia corp others	along chip maker intel company include sony microsoft hewlettpackard international business machine gateway nokia others
1	1828398	1828187	official developed plan burn 2000 acre dense forest near park southwest border dropping incendiary device hoping burn fuel wildfire path	official tentatively planned burn 2000 acre dense forest dropping incendiary device air aiming remove fuel wildfire path
0	660850	660781	last night protest demonstratorschanted tapping phone reading mail leiu go jail	protester chanted tapping phone reading mail leiu go jail put small skit danced drumbeat
1	2221864	2221924	still remains seen whether revenue recovery shortlived longlived mr sprayregen said	remains seen whether revenue recovery short longlived said james sprayregen ual bankruptcy attorney court
1	171025	171076	14000 customer without power area oklahoma gas electric said	38000 oge energy corp customer without power company said web site
1	921290	921224	sia forecast reflects new reality semiconductor industry 810 percent growth rate george scalise trade association president said statement	sia forecast reflects new reality semiconductor industry 810 per cent growth rate said george scalise association president
1	2129222	2128773	eightysix seriously wounded un worker airlifted medical care	eightysix un worker wounded tuesday bombing airlifted medical care
1	3214358	3214672	burn believed confessing crime commit way richardson said	frightened burn richardson said confessing crime commit looked like
1	2976142	2976104	phone call spitzers office citigroup goldman sachs immediately returned	message left spitzers office well citigroup goldman sachs immediately returned
1	374383	374044	instead high court said drug maker adequately show plan prevented taking effect	stevens said drug manufacturer shown plan prevented taking effect
1	2820522	2820367	medical expert said condition mildly worrying easilymanageable	medical expert said blair problem worrying relatively common easily manageable
1	2733221	2733357	joan b kroc billionaire widow mcdonalds corp founder ray kroc died sunday brief bout brain cancer	joan b kroc billionaire widow mcdonalds founder ray kroc known philanthropy died sunday brain cancer
1	1711097	1711149	company expanded providing service buyer including payment service	company expanded basic service offering payment even financing
1	2806874	2806929	lamar mother arrested saturday colorado spring accused drowning two child bathtub slitting wrist	32yearold mother two suspected drowning child bathtub slashing wrist unsuccessful suicide attempt police said
1	1075019	1075000	surrounded 50 woman regret abortion	surrounded 50 woman abortion regret
0	2584416	2584653	cooley said expects muhammad similarly called witness pretrial hearing malvo	lee boyd malvo called witness wednesday pretrial hearing fellow sniper suspect john allen muhammad
1	403037	402971	revelation expenditure shocked employee delta airline cutting job struggle increased security cost fewer passenger	revelation expenditure shocked employee delta airline posted huge loss cut job struggle increased security cost fewer passenger
1	2706183	2706157	search concentrated northeast pennsylvania state police trooper tom kelly acknowledged selenski could traveled hundred mile	search concentrated northeastern pennsylvania state police trooper tom kelly acknowledged selenski could area
0	3444060	3444025	calculation show number death pneumonia influenza exceeded usual number recent week	one statistical calculation based number death pneumonia influenza 122 city
1	3419852	3419777	researcher sweden karolinska institute reanalyzed data 2000 infant treated radiation benign birthmark condition 1930 1959	researcher sweden karolinska institute recently went data 2000 child treated radiation harmless birthmark condition 1930 1959
0	2866150	2866091	outside court sriyanto face 25 year jail denied done anything wrong	outside court sriyanto denied age done anything wrong
1	3438803	3438780	state previously conducted two triple execution two double execution say policy designed reduce stress prison staff	state previously conducted two triple execution two double execution practice say intended reduce stress prison staff
1	2068941	2068953	little girl daughter teller taken bank doctor appointment	earlier evening mother authority identify brought daughter bank doctor appointment
1	1513487	1513246	least 23 u troop killed hostile fire since bush declared major combat iraq may 1	least 26 american troop killed hostile fire since major combat officially declared may 1
1	3017237	3017177	apple working oxford semiconductor affected drive manufacturer resolve issue resides oxford 922 chipset company said statement	apple working oxford semiconductor affected drive manufacturer resolve issue resides oxford 922 chipset
1	2852816	2852668	even later life still cashing lately earned money calling fan telephone service wwwhollywoodiscallingcom	lately earned money calling fan telephone taking part service wwwhollywoodiscallingcom
0	2265154	2265322	transaction expand callebauts sale revenue consumer product business 45 percent 23 percent	transaction expand callebauts sale revenue consumer product business around 45 percent onethird total sale
0	787110	787340	sign outside peachtree restaurant read pray eric rudolph	rudolph ate joked sign outside one restaurant
1	2173504	2173632	statement company said bid would allow vivendi maintain substantial minority interest u medium corporation excellent growth potential	also added proposal would allow vivendi uni maintain substantial minority interest u medium corporation excellent growth potential
1	1423378	1423284	vienna iaea said elbaradei would accept invitation although date yet set	vienna international atomic energy agency said monday elbaradei accepted iran invitation said date yet set
1	811375	811232	strikingly poll saw little difference woman men feeling towards mr clinton	strikingly poll saw little difference woman men feeling former first lady
0	1719820	1719843	25 percent increase would raise undergraduate tuition 5247 annually including miscellaneous campusbased fee	25 percent hike take annual uc undergraduate tuition 4794 graduate fee 5019
1	2413690	2413644	july 1 2002 june 30 2003 organization said spent 1143 million took 395 million	july 1 2002 june 30 2003 red cross spent 114 million disaster relief taking 395 million
0	1918139	1918289	hundred reporter photographer swamped courthouse ground hearing carried live national cable network	hundred reporter photographer swamped town short hearing involving fivetime allstar carried live national cable network
1	2121942	2121914	20 master computer located united state canada korea mr kuo said	computer located united state canada south korea said
1	3207268	3207178	said “ believe time come legislation make public place smokefree	time come make public place smokefree wrote letter time newspaper
1	2186840	2186895	milwaukee prosecutor charged church minister physical abuse death 8yearold autistic boy died healing service	church minister charged yesterday death 8yearold autistic boy suffocated church leader tried heal storefront church
0	53408	52986	niels told interviewer 1999 thought old man would outlive many year	1999 two year death mr nielsen told interviewer thought rock face would outlive many year
1	519554	519592	new effort taxpayer recall formally launched wednesday outside sacramento fire station	called taxpayer recall launched wednesday afternoon outside sacramento fire station
1	563634	563375	furthermore chest tightness exercise prevalence asthma linked amount time spent pool	chest tightness exercise overall prevalence asthma also linked total amount time spent indoor pool
1	1895295	1895167	british police arrested 21 people early tuesday connection suspected ritual murder african boy whose torso found thames river	police arrested 21 people connection murder young nigerian child whose headless limbless torso found floating river thames
1	243946	243684	winner announced june 8 ceremony broadcast cbs radio city music hall	tony winner announced june 8 televised ceremony radio city music hall
1	2158059	2158105	lawsuit filed attempt block removal ten commandment monument building	supporter asked federal court monday block removal ten commandment monument alabama judicial building
0	1661234	1661305	im quite positive except wouldnt want cut across anything occurring accepts said	im quite positive except would want cut across thing occurring said
1	86007	86373	instead pursuing imminent real threat international terrorist graham said bush administration chose settle old score	instead pursuing imminent real threat international terrorist bush administration chosen settle old score graham said
0	785613	785760	started cry yelling mean saying lie	gulping air started cry yelling mean
1	3214303	3214275	marisa baldeo stated however authority official uniform policy say supposed wear anything head nyc transit depot logo cap	supposed wear anything head nyc transit depot logo cap baldeo said
0	2595060	2594823	dow jones industrial average dji jumped 209 percent standard poor 500 index spx leapt 223 percent	broad standard poor 500 index spx gained 1122 point 113 percent 100719
1	1211461	1211115	50 100 person die annually allergy thousand suffer severe reaction constricted breathing dramatic swelling	50 100 people die year due allergy thousand suffer severe reaction constricted breathing dramatic swelling
1	2359454	2359412	intel corp lower dividend yield	intels 03 percent yield lower
1	2396334	2396148	sean harrigan calpers california fund said today trying pull pig trough	today trying pull pig away trough mr harrigan said
1	2086276	2086477	truck spotted campbell creek area fitting description morris said	black pickup truck also seen campbell creek area morris said
0	365851	365967	initial autopsy report show died dehydration hyperthermia suffocation	two died later initial autopsy report show succumbed dehydration hypothermia suffocation
0	3389319	3389272	board lebanese benin guinea sierra leone	passenger benin guinea sierra leone
1	381187	381127	pamphlet issued public major hardware chain local library epa web site wwwepagov	distributed major hardware store chain local library available epa web site wwwepagov
1	3133311	3133486	captain michael j gansas notified yesterday city department transportation agency hearing officer recommended fired	gansas got bad news yesterday city department transportation hearing officer recommended fired
1	4155	4143	since police diver searched nearby part long island sound looking remaining three	since police diver searched water looking remaining three
1	1602860	1602844	said lied sworn affidavit requires list prior marriage	morgenthau said woman u citizen lied sworn affidavit requires list prior marriage
1	1410958	1410938	mr yandarbiyev resides doha qatar russian authority unsuccessfully tried extradited nearly two year	resides doha qatar russian authority trying extradite nearly two year
0	1057006	1057044	december anticipated growth 53 percent nearly 154 billion	december predicted 5 percent growth rate
1	1880897	1880746	clearly roman cream type normally survive archaeological record	clearly roman cream type paint cosmetic normally survive pretty exceptional
0	1825334	1825496	im taking office gon na keep building vowed	yes im taking office going keep building keep fighting added
1	1201306	1201329	association said 282 million dvd rented week ended june 15 compared 273 million vhs cassette	video software dealer association said 282 million dvd rented last week compared 273 million vhs cassette
1	426940	426546	sars killed 296 people china mainland infected 5200	throughout china mainland disease killed 300 people infected 5270
1	2377834	2377805	third allowed kill woman except join war islam	jihad allowed kill woman except join war islam
0	461779	461815	asset funny cide solid chance become first triple crown winner since affirmed 1978	funny cide looking become horse racing first triple crown winner generation
1	1789339	1789525	company launch 800 hot spot wifi zone later summer plan 2100 end year	service launch later summer 800 location sprint plan 2100 location end year
1	2136052	2136150	virus spread unsuspecting computer user open file attachment email contain familiar heading like thank detail	sobigf spread unsuspecting computer user open file attachment email contain familiar heading thank detail movie
1	2778138	2777737	california bush fly japan thursday followed visit philippine thailand singapore indonesia australia returning home oct 24	besides japan visit philippine thailand singapore indonesia australia returning home oct 24
0	748187	748228	transfer would reduce pgs worldwide work force slightly le 100000	transfer would reduce pg ’ worldwide work force slightly le 100000 110000 several year ago
1	2232493	2232381	two iraqi two saudi grabbed shortly blast gave information leading arrest others said official	official spoke condition anonymity said two iraqi two saudi detained attack gave information leading arrest others
0	707136	707112	court paper filed tuesday lee asked injunction viacoms use name saying never given consent used	paper filed tuesday manhattan state supreme court lee asked injunction viacoms use name spike tnn
1	3153774	3153722	church already grieving death chief warrant officer 3 kyran kennedy congregation member killed another helicopter crash iraq nov 7	church already grieving death congregation member killed another helicopter crash iraq nov 7
0	1077014	1077138	glover said killer used peculiar slipknot ligature used strangle victim	glover said killer used peculiar slipknot including coaxial cable extension cord strangle victim
1	3093840	3093801	weighed average 220 pound 100 kg needed lose 30 80 pound	weighed average 100 kilogram needed lose 14 36 kilogram
0	195800	196144	aint broke dont fix said senate minority leader tom daschle dsd dont see much broken	aint broke dont fix said senate minority leader tom daschle south dakota democrat
0	62641	62810	medium editor jon friedman contributed story	jon friedman medium editor cbsmarketwatchcom new york
1	436562	435307	putt birdie three foot short saved par without difficulty	leaf birdie putt three foot short drop par putt
1	2770513	2770488	test conducted university california los angeles riverside paid 450000 arb	test conducted ucla uc riverside paid 450000 arb
0	2578315	2578177	swiss franc chf dollar 13172 franc 060 percent	yen dollar 07 percent 11073 yen
0	1477738	1477593	instead weida decided meesters case charge rape sodomy indecent assault providing alcohol minor proceed courtmartial	douglas meester 20 charged rape sodomy indecent assault providing alcohol minor
1	840255	840252	name robot due launched 205 pm selected among 10000 name submitted u school child	name robot due launched 205 pm 705 pm sunday selected among 10000 name submitted u
1	833170	833200	doris brasher owns grocery store near police station said many closeknit town knew men killed	doris brasher owns grocery store highway 96 said many closeknit town knew three men killed
0	96043	95895	craxi begged intervene believed operation damaged state mr berlusconi said	direct interest craxi begged intervene believed deal damaging state berlusconi testified
1	423224	423238	mill affected thursday announcement sawmill grande cache alta carrot river sask chapleau ont aberdeen wash	located grande cache alta carrot river sask chapleau ont aberdeen wash
1	1438666	1438643	intel disappointed assessing option event mr hamidi resume spamming activity intel spokesman chuck mulloy said	intel spokesman chuck mulloy said company disappointed assessing option event mr hamidi resume spamming activity intel
1	1454800	1454816	biggest protest since hundred thousand marched outrage massacre democracy activist occupying tiananmen square beijing 1989	hong kong seen protest since hundred thousand marched outrage 1989 massacre democracy activist occupying beijing tiananmen square
1	1834832	1834844	company highlighting addition net j2ee support enterprise application environment eae new mainframe	company also adding net j2ee support enterprise application environment development toolset sapp said
1	1112726	1112799	gov linda lingle member staff navy base watched launch	gov linda lingle dignitary scheduled base watch launch
1	1745242	1745319	information first reported today edition new york time	information first printed yesterday new york time
1	3261484	3261306	mr annan also warned u use war terror excuse suppress longcherished freedom	annan warned danger extremism september 11 used excuse suppress longcherished freedom
0	487684	487726	euro tagged another record high dollar tuesday demand higheryielding eurobased asset overshadowed solid u economic data	euro ro record territory tuesday demand higheryielding eurobased asset overshadowed u economic data showing rising consumer confidence strong housing market
0	1479716	1479628	technologylaced nasdaq composite index ixic rose 1733 point 107 percent 164013	broader standard poor 500 index spx gained 551 point 056 percent 98173
0	2744405	2744474	going happen said jim santangelo president teamster joint council 42 el monte	really affect company big time said jim santangelo president teamster joint council 42 el monte
0	71277	71611	seizure occurred 4am march 18 hour first american air assault	seizure 4 march 18 completed employee showed work day
0	2761988	2762223	bloomberg said wednesday 16 crew member survived would tested drug alcohol	said ferry crew interviewed tested drug alcohol
0	1992231	1991706	moment reckoning arrived west african country founded freed american slave 19th century	taylor expected leave broken shell nation founded freed american slave 19th century
1	1277539	1277527	community college tuition jump 2800 2500	community college student see tuition rise 300 2800 12 percent
1	3329063	3328961	however commercial use 260 kernel still month customer	commercial release 26 kernel major linux distributor still remain month away
1	1240324	1240337	hulk weekend take surpasses previous june record 549million austin power spy shagged	beat previous record 549 set 1999s austin power spy shagged
0	71627	71277	time 4 march 18 hour first pinpoint missile rained capital	seizure occurred 4am march 18 hour first american air assault
1	2933398	2933345	attacker fire rocket hundred yard away makeshift launcher hidden portable electric generator	attacker launch strike hundred metre away makeshift rocket launcher disguised portable electric generator
1	3035788	3035918	made point saying tuesday debate confederate flag racist symbol	though dean made point saying debate confederate flag racist symbol
0	2760910	2760810	early u trade euro 106 percent 11607 eur	late afternoon trade new york euro 083 percent dollar 11633 eur
0	1946147	1946054	deviant cannibalistic tendency primary motivation murder brown body mutilated authority said	killed day april 2001 deviant cannibalistic tendency primary motivation murder authority said
0	132553	132725	bush wanted see aircraft landing way pilot saw aircraft landing white house press secretary ari fleischer said yesterday	tuesday byrd speech fleischer said bush wanted see aircraft landing way pilot saw aircraft landing
0	2259788	2259747	monday palestinian prime minister mahmoud abbas report palestinian parliament government achievement first 100 day office	palestinian prime minister mahmoud abbas must defend record first 100 day office parliament today death toll occupied territory continues rise
1	545820	545924	also tuesday soldier drowned aqueduct northern iraq	another soldier drowned diving aqueduct northern iraq central command said
0	2307064	2307235	civilian unemployment rate improved marginally last month slipping 61 percent even company slashed payroll 93000	civilian unemployment rate improved marginally last month sliding 61 percent company slashed payroll 93000 amid continuing mixed signal nation economic health
1	3375314	3375284	hunt attorney filed motion late monday forsyth superior court hunt murder conviction thrown	hunt attorney filed motion monday seeking hunt conviction thrown based new evidence
1	490481	490000	data showed buyer snapped new existing home brisk pace april spurred low mortgage rate	data showed sale existing new home grew robust pace april spurred low mortgage rate
1	767107	767069	close wondered whether package would worth cost licensing thirdparty software along salesforcecoms rental price	close also question whether would worth cost licensing thirdparty software along salesforcecoms rental price
1	2168292	2168033	still others cite difficulty assembling group subject whose depression comparable severity increasing chance effectiveness medication diffused	still others cite difficulty assembling group subject whose depression comparable severity problem complicates task properly measuring effectiveness
0	2695011	2694981	always tried honest open life mr limbaugh told audience number 22 million listener week	know always tried honest open life limbaugh said stunning admission aired nationwide friday
1	2745018	2745058	thats highest thirdquarter growth rate weve seen 25 year said andy bryant intels chief financial officer	thats highest thirdquarter growth rate weve seen 25 year cfo andy bryant told associated press
1	283615	283692	seattle deputy police chief clark kimerer said exercise went well aspect including communication system linking various agency working better expected	police deputy chief clark kimerer said exercise went well aspect including communication system varying agency working better expected
1	2108841	2108868	telecommunication gear maker lucent technology investigated two federal agency possible violation u bribery law operation saudi arabia	two federal agency investigating telecommunication gear maker lucent technology possible violation u bribery law operation saudi arabia
1	1355591	1355674	sale part effort simplify foodservice product business improve cost structure multifoods chairman chief executive officer gary costley said	sale part effort simplify foodservice product business improve cost structure chairman ceo gary costley said statement
0	882790	883117	threeyearold jaryd atadero vanished oct 2 1999 hiking trip church group	hiking trip day church group
1	2106411	2106397	dod team working determine hacker gained access system need done fix breach	dod team site determine happened need done fix breach release stated
1	121265	121424	parrados aunt belief nephew served prison sentence cuba persecuted repatriated	maria parrado belief nephew served 12year prison sentence cuba arrested cuban water persecuted sent back
1	1438940	1438953	security exchange commission yesterday said company trading biggest u market must win shareholder approval granting stock option stockbased compensation plan corporate executive	company trading biggest stock market must get shareholder approval granting stock option equity compensation rule cleared yesterday security exchange commission
1	3046488	3046824	peruser pricing 29 workplace messaging 89 team collaboration 35 collaborative learning	workplace messaging 29 workplace team collaboration 89 collaborative learning 35
1	86020	86007	instead pursuing imminent real threat – international terrorism – bush administration chose settle old score mr graham said	instead pursuing imminent real threat international terrorist graham said bush administration chose settle old score
1	2264198	2264212	microsoft preparing alter internet explorer browser following patent verdict went company microsoft said friday	microsoft corp preparing change internet explorer ie browser patent verdict company said friday
1	3446507	3446446	routine ibm challenge internal team rigorously test new platform technology inside ibm said	routine ibm challenge internal team rigorously test new platform technology inside ibm
0	1100998	1100441	sars killed 800 people affected 8400 since detected china november	sars killed 800 people sickened 8400 worldwide mostly asia
1	2816735	2816723	nearly 6000 mta driver train operator joined mechanic picket line	nearly 6000 mta driver train operator walked job solidarity
0	869698	869240	techlaced nasdaq composite index ixic shed 2345 point 144 percent end 160397 based latest data	standard poor 500 index 175 point 018 percent 97768
1	3236313	3236263	infineon case began august 2000 rambus accused infineon patent infringement infineon countersued rambus breach contract fraud	time rambus accused infineon patent infringement infineon countersued rambus breach contract fraud
1	185929	186026	lowincome earner would pay 5 percent tax type investment income	lowincome earner would pay 5 percent rate capital gain corporate dividend
0	1096383	1096756	technologylaced nasdaq composite index ixic 553 point 033 percent 166291	broader standard poor 500 index edged 101 point 01 percent 101267
1	2587263	2587322	princess marriage set force said vasile ionescu rom centre public policy	vasile ionescu rom centre public policy said princess marriage set force
0	3327147	3327230	lord ring director peter jackson companion fran walsh arrive 74th annual academy award	lord ring director peter jackson longtime companion fran walsh
1	1071229	1071350	hynix ceo ej woo condemned decision calling ruling outrageous act aimed hidden agenda	meanwhile hynix semiconductor voiced strong criticism united state calling decision outrageous tactic aimed hidden agenda
1	2268396	2268480	authority evidence suggest two incident connected	immediate evidence two incident connected police said
1	612073	612012	u food drug administration rejected imclones original application december 2001 saying trial sloppily conducted	food drug administration ultimately denied imclones drug application december 2001 saying erbitux clinical trial deficient
1	448932	449039	gen sattler head combined joint task force based ship gulf aden indian ocean	general sattler head combined joint task force aboard command ship mount whitney
0	2461162	2461313	massachusetts attorney general tom reilly said satisfied reimbursement	massachusetts attorney general tom reilly let judge pennypinching get
0	219579	219615	autoadvice available oneyear subscription 400 per cpu scaling one 50000 cpu	san architect run approximately 2400 autoadvice available coverage one 50000 cpu
1	2190158	2190221	capps ii use bank record record indicating creditworthiness medical record	capps ii use bank record credit record medical record according loy kelly
1	1908453	1908347	moore immediate comment tuesday	moore immediate response tuesday
1	432251	432116	fewer 10 fbi office conducted investigation involving visit mosque justice department said	addition justice department said fbi conducted fewer 10 investigation involving visit mosque
1	1908277	1908617	moore alabama say appeal case nation highest court	moore said plan appeal matter u supreme court
1	1534422	1534369	confident new leadership take responsibility past action archdiocese boston lincoln said	confident new leadership boston willing take responsibility past action archdiocese said lincoln
0	2982472	2982545	body found several week later green river	aug 15 1982 remains chapman hind mill found green river
0	394015	394435	one question whether france infuriated washington leading charge un authorization war would vote yes abstain	france infuriated washington leading charge un approval war also sought change
0	1984039	1983986	jeremys good guy barber said adding jeremy living dream life new york athlete	also said shockey living dream life new york athlete
0	2697659	2697747	ratliffs daughter margaret martha ratliff adopted peterson mother death	peterson helped raise ratliffs two daughter margaret martha ratliff supported throughout trial
1	1372366	1372589	money iraqi oil sale go fund controlled united state britain used rebuild country	money oil sale deposited new development fund iraq controlled united state britain used rebuild country
1	1480802	1481397	car volume fell 8 per cent light truck sale include van pickup suv rose 27 per cent	car volume 8 percent light truck saleswhich include van pickup suvsrose 27 percent
1	1491648	1491625	said made plain u australia support death penalty	mr williams added government made plain u support death penalty hick
1	2895263	2895171	special police detained khodorkovsky early saturday siberian city novosibirsk plane made refuelling stop	police detained khodorkovsky early saturday jet made refueling stop siberian city novosibirsk
1	864148	863719	robert stewart spokesman park place parent company caesar palace said surprised court decision	robert stewart spokesman park place entertainment parent company caesar said supreme court seemed change rule lawsuit
0	84742	84613	also served president homeland security advisory council	last year bush appointed homeland security advisory council
1	953485	953537	altria share fell 22 percent 96 cent 4272 dows biggest percentage loser	share fell 961 5026 ranking nyse mostactive issue biggest percentage loser
0	2580240	2579902	leak administration added want know	added there many leak washington leak administration want know
0	2175939	2176090	losing much 8456 earlier dow jones industrial average closed 2281 02 percent 934045	midday trading dow jones industrial average lost 6884 07 percent 924880
1	239902	239998	masciafrye work state development office	masciafrye oversees european operation west virginia development office
1	1618493	1618463	representative puretunes could immediately reached comment wednesday	puretunes representative could located thursday comment suit
1	2250458	2250584	key effort company introduction 10year 100000mile warranty meant reassure buyer could trust korean company	mr oneill solution 10year 100000mile warranty meant reassure buyer could trust hyundai
0	2635000	2634945	ecusa u branch 70 millionmember anglican communion	episcopal church american branch anglican communion
1	3238456	3238508	word advent latin mean coming	season name come latin word adventus mean coming
1	3306448	3306659	company said intention target offend group person incite hatred violence	creating game intention target offend group person incite hatred violence group person
1	2610846	2610727	another brother ali imron sentenced life prison cooperating investigator showing remorse	another brother ali imron received life sentence cooperated authority expressed remorse
1	1793557	1793618	time wholesaler sold questionable drug one three huge national distributor supply virtually drug country	one point chain wholesaler would sell questionable drug one three huge national company supply virtually drug country
1	886618	886456	rumsfeld feuding two year army leadership passed nine activeduty fourstar general	rumsfeld feuding long time army leadership passed nine activeduty fourstar general
1	2754612	2754633	said possible rule chemical cancer risk human	however possible say whether may pose cancer risk human
0	1617344	1617290	attorney john barnett represents morse showed photo scratch mors neck officer bloody ear	jackson testified never touched officer struggle ground barnett showed photo scratch mors neck officer bloody ear
1	153199	153213	letter stated premature stillborn baby placed bed blanket	according writer letter infant placed bed baby blanket nurse
1	2444519	2444508	galveston county district attorney kurt sistrunk said office received recording week	galveston county district attorney kurt sistrunk told criss wednesday office week received recording
1	2398178	2398195	wideranging continuing investigation likely result numerous charge mr spitzer said	widening continuing investigation likely result numerous charge mr spitzer said yesterday news conference
0	2221435	2221631	early afternoon trading dow jones industrial average 758 01 percent 938179	bluechip dow jones industrial average dji 6309 point 068 percent 927070
1	1332049	1331979	kyi un envoy say japan add growing international pressure saying halt hefty economic aid unless suu kyi freed	japan added growing international pressure burma yesterday threatening halt hefty economic aid unless military government released prodemocracy leader aung san suu kyi
1	516583	516789	decision could also prove useful war terrorism	tuesday decision could prove useful government war terrorism
0	914018	913889	currently state congressional delegation made 17 democrat 15 republican	although republican hold every statewide office state congressional delegation comprises 17 democrat 15 republican
1	2077064	2077087	first stage attack lovsan worm began fouling computer around world	first stage malicious software began monday lovsan worm began spreading around world
1	395858	396195	u agriculture secretary ann veneman announced tuesday ban also said washington would send technical team canada help	u agriculture secretary ann veneman announced yesterday ban also said washington would send technical team canada assist canadian situation
0	2758909	2758887	29 family frog known identified described mid1800s last 1926	29 family frog known named mid1800s
1	425412	425310	survey found covered narrow slice sky	survey uncovered star covered narrow slice sky
1	2264210	2264194	however standard body warns change internet explorer may affect large number existing web site	still change ie may affect large number existing web page according w3cs notice
1	1643239	1643042	blair bush faced accusation manipulated intelligence weapon mass destruction make case military action	home premier faced accusation overplayed intelligence weapon mass destruction make case war
1	2330167	2330142	think 70 percent work already done tauzin told reporter capitol	70 percent work already done mr tauzin said
1	2030917	2030877	must defend dislike even despise said neal r sonnett miami lawyer led association panel enemy combatant	must defend dislike even despise said neal sonnett miami lawyer headed aba task force enemy combatant
0	1091180	1091301	likewise 30year bond us30ytrr slid 2332 yield 434 percent 430 percent	30year bond us30ytrr lost 1632 taking yield 420 percent 418 percent
0	302467	302688	china threatened execute jail life anyone break quarantine intentionally spread killer sars virus	china haunted spread sars vast countryside threatened execute jail life anyone intentionally spread killer virus
1	2011783	2011647	earlier defied police order cried allahu akbar god greatest bashir walked seat tightly guarded courtroom	earlier bashirs supporter defied police order cried allahu akbar god greatest walked seat
1	754162	753958	announcement come one day microsoft ’ global security chief scott charney reiterated microsoft ’ promise simplify way distributes patch user	announcement come one day scott charney microsofts global security chief reiterated microsofts promise simplify way distributes patch customer
1	232430	232714	fighting around bunia began neighboring uganda completed withdrawal 6000 soldier town	fighting begun may 7 neighboring uganda completed withdrawal 6000 soldier around bunia
1	2759168	2759156	officer people liberation army selected pool 14 ltcol yang son teacher official agricultural firm	lieutenant colonel people liberation army yang son teacher official agricultural firm
0	1288150	1287646	yankee however big trouble handling victor zambrano 44 second straight time	yankee wasted time breaking zambrano 44 rematch
1	2524160	2524303	former candidate governor new york styled advocate better corporate governance	mr mccall ran unsuccessfully governor new york 2002 styled advocate better corporate governance
0	1668236	1668179	yeager said suspect target attack showed tendency prior offender	yeager said incident appeared isolated suspect showed tendency prior offender
0	1957823	1957694	tenet scrutiny since november former chief executive jeffrey barbakow said company used aggressive pricing trigger higher payment sickest medicare patient	november jeffrey brabakow chief executive time said company used aggressive pricing get higher payment sickest medicare patient
1	2007711	2007677	decision mean case gary lee sampson including capital charge tried september	mean case gary lee sampson including capital charge trial september
1	1297519	1297825	meanwhile rival contender general electric nbc submitted letter interest source familiar matter said	contender included general electric gen nbc submitted letter interest source familiar matter said
0	513165	513247	freeman civil hearing may surface driver license	freeman said driver license burden
1	1909555	1909331	deal make sense company brian halla national chief executive said statement	deal make good sense company said brian l halla national chairman president ceo
1	588637	588864	consumer said job difficult find jumped 294 326 claiming work plentiful slipped 13 126	consumer said job difficult find jumped 326 294 saying work plentiful slipped 126 13 april
0	2252795	2252970	immediate plan television advertising believing unnecessary early	lieberman aide said immediate plan television advertising
1	2668688	2668644	priest rev john f johnston 64 35th avenue jackson height charged aggravated harassment criminal possession weapon	rev john johnston 64 charged aggravated harassment phone call case criminal possession weapon according police statement
1	1851377	1851386	qualcomm enjoyed many year sellingagainst little competition hubach said statement	qualcomm enjoyed many year selling cdma chip little competition said ti general counsel joseph hubach
1	1641980	1642291	state emerge interim government decides process writing new constitution holding first democratic election	state emerge interim government decides process write new constitution hold first democratic election
1	1756329	1756394	think happened quickly houston police department homicide investigator phil yochum said crime	think happened quickly said investigator phil yochum houston police department homicide division
1	299689	299752	sendmail said system even set permit businessonly usage	product instructed permit businessonly use according sendmail
0	2282307	2282491	senate armed service committee hold separate hearing thursday	come vote yet senate armed service committee
